GEOTYPE|GEOTYPE_MEANING|ST|COUNTY|PLACE|CSA|MSA|MD|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CBOGROUP|CBOGROUP_MEANING|CBOSEX|CBOSEX_MEANING|HRSWRKD|HRSWRKD_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|OWNALL|OWNALL_F|OWNALL_PCT|OWNALL_PCT_F|OWNPDEMP|OWNPDEMP_F|OWNPDEMP_PCT|OWNPDEMP_PCT_F|OWNNOPD|OWNNOPD_F|OWNNOPD_PCT|OWNNOPD_PCT_F|OWNALL_S|OWNALL_S_F|OWNALL_PCT_S|OWNALL_PCT_S_F|OWNPDEMP_S|OWNPDEMP_S_F|OWNPDEMP_PCT_S|OWNPDEMP_PCT_S_F|OWNNOPD_S|OWNNOPD_S_F|OWNNOPD_PCT_S|OWNNOPD_PCT_S_F 
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|4101||0|X|514||0|X|3588||0|X|15||0|X|25||0|X|16||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|358||9.2||48||9.6||310||9.1||34||2.2||72||3||31||2.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1042||26.8||72||14.4||970||28.6||28||4.8||85||5.3||26||5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|624||16||34||6.7||590||17.4||34||3.1||50||3.6||36||3.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|673||17.3||56||11.2||616||18.2||26||2.7||55||5.8||28||2.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|720||18.5||186||37||534||15.8||31||3.7||35||8.4||31||3.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|475||12.2||106||21.1||369||10.9||30||3.1||35||6.6||36||3.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|3892||100||503||100||3388||100||14||0||26||0||15||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|80|Some other race|02|Male|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|210||0|X|10||0|X|199||0|X|58||0|X|74||0|X|62||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|417959||0|X|61447||0|X|356512||0|X|1||0|X|2||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|34199||8.5||4174||6.9||30025||8.8||4||.2||10||.5||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|86854||21.7||6575||10.9||80279||23.6||2||.3||4||.3||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|79391||19.8||6610||11||72781||21.4||2||.3||8||.6||2||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|67865||17||11413||18.9||56452||16.6||4||.4||7||.8||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|78244||19.6||18634||30.9||59611||17.5||2||.3||3||.9||2||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|53613||13.4||12874||21.4||40739||12||3||.3||7||.9||4||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|400167||100||60280||100||339887||100||1||0||2||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|00|All owners of respondent firms|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|17792||0|X|1167||0|X|16625||0|X|5||0|X|28||0|X|4||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|210683||0|X|25489||0|X|185193||0|X|1||0|X|3||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|18269||9.1||2238||9||16031||9.1||5||.4||11||.7||5||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|46967||23.4||3234||13||43733||24.9||2||.3||7||.7||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|46502||23.2||3580||14.3||42922||24.4||4||.6||9||.8||4||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|32666||16.3||4722||18.9||27944||15.9||5||.6||9||1.1||5||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|34986||17.4||6885||27.6||28100||16||3||.4||8||1.4||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|21290||10.6||4299||17.2||16991||9.7||5||.3||10||1||6||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|200679||100||24959||100||175720||100||1||0||3||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|01|Female|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|10004||0|X|530||0|X|9473||0|X|8||0|X|36||0|X|7||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|207276||0|X|35958||0|X|171318||0|X|1||0|X|4||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|15930||8||1936||5.5||13994||8.5||4||.2||12||.4||5||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|39887||20||3341||9.5||36546||22.3||4||.6||7||.3||5||.7|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|32890||16.5||3030||8.6||29859||18.2||3||.2||9||.5||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|35199||17.6||6691||18.9||28508||17.4||4||.5||8||.8||5||.6|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|43259||21.7||11748||33.3||31510||19.2||2||.3||3||.7||3||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|32323||16.2||8574||24.3||23748||14.5||4||.4||7||.9||5||.5|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|199488||100||35321||100||164167||100||1||0||3||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|90|Minority|02|Male|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|7788||0|X|637||0|X|7152||0|X|6||0|X|27||0|X|6||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1530107||0|X|317435||0|X|1212672||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|125229||8.3||28226||9||97003||8.1||2||.1||2||.1||3||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|437574||29.1||46447||14.8||391127||32.9||1||.2||3||.3||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|316600||21.1||41200||13.1||275400||23.1||1||.1||3||.2||1||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|180439||12||45960||14.7||134480||11.3||2||.2||3||.3||2||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|288738||19.2||99516||31.8||189221||15.9||2||.2||1||.3||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|155098||10.3||52057||16.6||103041||8.7||2||.2||2||.1||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|1503679||100||313406||100||1190273||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|00|All owners of respondent firms|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|26428||0|X|4029||0|X|22399||0|X|6||0|X|8||0|X|7||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|696918||0|X|114607||0|X|582311||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|67042||9.8||14119||12.5||52923||9.3||3||.1||3||.2||3||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|228349||33.4||23663||20.9||204685||35.8||1||.2||4||.5||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|184758||27||22892||20.2||161865||28.3||1||.2||4||.5||1||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|78436||11.5||17045||15.1||61391||10.7||3||.2||3||.3||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|89874||13.1||24713||21.8||65161||11.4||3||.2||3||.5||4||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|35859||5.2||10715||9.5||25144||4.4||5||.2||5||.3||6||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|684317||100||113148||100||571169||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|01|Female|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|12601||0|X|1459||0|X|11142||0|X|7||0|X|14||0|X|8||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|833189||0|X|202828||0|X|630361||0|X|1||0|X|1||0|X|1||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|58187||7.1||14107||7||44081||7.1||3||.1||5||.2||4||.2|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|CX|Less than 20 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|209225||25.5||22783||11.4||186442||30.1||2||.4||3||.3||2||.4|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|CY|20 to 39 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|131843||16.1||18308||9.1||113535||18.3||3||.2||3||.2||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|CZ|40 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|102003||12.4||28915||14.4||73088||11.8||2||.2||3||.3||2||.1|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|DA|41 to 59 hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|198864||24.3||74804||37.4||124060||20||2||.3||2||.3||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|DB|60 or more hours|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|119240||14.6||41342||20.6||77897||12.6||2||.2||1||.1||3||.3|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|DC|Total reporting|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|819362||100||200258||100||619103||100||1||0||1||0||1||0|
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|92|Nonminority|02|Male|DD|Item not reported|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|13828||0|X|2570||0|X|11258||0|X|6||0|X|10||0|X|8||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|V2|Veteran|00|All owners of respondent firms|A2|All owners of respondent firms|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|212701||0|X|42955||0|X|169746||0|X|2||0|X|2||0|X|2||0|X
01|United States|00|000|00000|000|00000|00000|01000US|United States|SB|Survey of Business Owners|81|Other services (except public administration)|81|Other services (except public administration)|V2|Veteran|00|All owners of respondent firms|CW|None|605|Religious, Grantmaking, Civic, Professional, and Similar Organizations (NAICS 813) and Private Households (NAICS 814) are out of scope of the 2007 Survey of Business Owners.|2007|Reference year 2007|15861||7.6||3547||8.4||12314||7.4||5||.3||6||.3||5||.3|
